time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2023-04-02,1825.78,1774.44,1821.54,158638.9,286012910.07,1795.54,direct,
2023-04-03,1839.73,1764.78,1795.54,368332.85,663604964.51,1811.0,direct,
2023-04-04,1889.35,1803.18,1811.0,379324.52,703327498.69,1871.62,direct,
2023-04-05,1937.35,1865.39,1871.62,355296.51,677858151.04,1909.49,direct,
2023-04-06,1910.37,1855.02,1909.49,233931.69,439091408.11,1873.09,direct,
2023-04-07,1882.97,1844.16,1873.09,141806.78,263921571.84,1864.8,direct,
2023-04-08,1880.04,1848.68,1864.8,91822.2,171175963.89,1849.9,direct,
2023-04-09,1874.06,1827.85,1849.9,150710.07,278441777.69,1859.71,direct,
2023-04-10,1919.26,1847.92,1859.71,237347.24,446014670.29,1911.12,direct,
2023-04-11,1937.06,1883.75,1911.12,263611.05,504030459.8,1891.58,direct,
2023-04-12,1932.82,1856.13,1891.58,343635.37,652641790.0,1918.78,direct,
2023-04-13,2022.52,1901.41,1918.78,454470.0,900185811.88,2013.84,direct,
2023-04-14,2129.38,2011.42,2013.84,567751.61,1189296215.35,2101.61,direct,
2023-04-15,2112.59,2074.56,2101.61,188765.75,395920749.36,2092.42,direct,
2023-04-16,2138.72,2075.13,2092.42,208495.07,439430093.13,2120.19,direct,
2023-04-17,2120.96,2058.71,2120.19,264331.26,550856982.99,2075.87,direct,
2023-04-18,2124.06,2055.87,2075.87,243083.78,508702237.61,2104.28,direct,
2023-04-19,2105.48,1925.75,2104.28,436275.5,871335217.98,1936.48,direct,
2023-04-20,1982.26,1916.92,1936.48,335377.47,652855824.12,1943.17,direct,
2023-04-21,1956.0,1827.76,1943.17,400925.34,758708001.48,1849.16,direct,
2023-04-22,1888.45,1843.68,1849.16,130459.26,243145886.27,1874.46,direct,
2023-04-23,1882.07,1839.05,1874.46,161389.41,300202164.24,1862.42,direct,
2023-04-24,1888.97,1808.14,1862.42,309082.99,570418825.66,1842.51,direct,
2023-04-25,1877.92,1803.15,1842.51,269515.7,493852107.68,1866.48,direct,
2023-04-26,1964.56,1791.61,1866.48,475232.22,897796617.83,1866.8,direct,
2023-04-27,1939.03,1862.59,1866.8,412175.38,784236238.33,1909.41,direct,
2023-04-28,1924.61,1876.29,1909.41,222691.19,423090084.55,1892.75,direct,
2023-04-29,1918.58,1887.98,1892.75,88851.57,169047001.72,1909.22,direct,
2023-04-30,1939.31,1868.77,1909.22,165939.24,316756485.36,1870.13,direct,
2023-05-01,1887.16,1807.09,1870.13,268202.49,492872552.79,1831.54,direct,
2023-05-02,1882.03,1824.09,1831.54,198124.49,366870722.06,1871.77,direct,
2023-05-03,1916.58,1844.51,1871.77,233409.52,437601105.03,1905.9,direct,
2023-05-04,1916.41,1868.69,1905.9,166067.44,314145630.01,1878.56,direct,
2023-05-05,2000.05,1877.26,1878.56,346562.79,676182164.32,1996.34,direct,
2023-05-06,2018.91,1867.16,1996.34,257036.36,496216214.4,1901.99,direct,
2023-05-07,1939.12,1877.69,1901.99,164140.81,313672271.4,1879.53,direct,
2023-05-08,1893.1,1816.3,1879.53,343925.14,638772846.26,1853.92,direct,
2023-05-09,1862.94,1838.42,1853.92,182197.16,336685938.48,1849.03,direct,
2023-05-10,1888.01,1791.85,1849.03,313458.29,579403452.06,1842.72,direct,
2023-05-11,1842.82,1773.97,1842.72,240809.84,435094204.34,1795.53,direct,
2023-05-12,1816.26,1740.15,1795.53,257583.86,456638044.97,1804.46,direct,
